Catalog No,Box Number,Collection,Collector/Creator,Taxon/Item,Acquisition/Donar,Date Collected,Locality,Location,State,Country,Specimen Count,Specimen Nature,Database
CMNMA 2399,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2399 | Anderson-19 SEP 1913 | Collinson Point,,,1,"skeleton, skull-complete",
CMNMA 2400,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2400 | Anderson-16 SEP 1913 | Collinson Point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2401,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2401 | Anderson-20 SEP 1913 | Collinson Point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2402,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2402 | Anderson-22 SEP 1913 | Collinson Point,,,1,"skeleton, skull-complete",
CMNMA 2403,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2403 | Anderson-23 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2404,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2404 | Anderson-25 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2405,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2405 | Anderson-26 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2406,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2406 | Anderson-26 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2407,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2407 | Anderson-27 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2408,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2408 | Anderson-27 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2409,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2409 | Anderson-27 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2410,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2410 | Anderson-27 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2411,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2411 | Anderson-28 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2412,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2412 | Anderson-30 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2413,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2413 | Anderson-21 SEP 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete, leg bones",
CMNMA 2414,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2414 | Anderson-22 SEP 1913 | Collinson point,,,1,study skin,
CMNMA 2415,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2415 | Anderson-22 SEP 1913 | Collinson point,,,1,study skin,
CMNMA 2416,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2416 | Anderson-24 SEP 1913 | Collinson point,,,1,study skin,
CMNMA 2417,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2417 | Anderson-30 SEP 1913 | Collinson point,,,1,study skin,
CMNMA 2418,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2418 | Anderson-1 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2419,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2419 | Anderson-2 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2420,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2420 | Anderson-2 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2421,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2421 | Anderson-2 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2422,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2422 | Anderson-2 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2423,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2423 | Anderson-2 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2424,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2424 | Anderson-2 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2425,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2425 | Anderson-4 OCT 1913 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2426,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2426 | Anderson-4 OCT 1914 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2427,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2427 | Anderson-5 OCT 1914 | Collinson point,,,1,"study skin, skeleton, skull-complete",
CMNMA 2428,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,[1914-050] Canadian Arctic Expedition:donor (staff field trip),,,CMNMA 2428 | Anderson-6 DEC 1913 | Collinson point,,,1,"tanned skin, skeleton, skull-complete, leg bones",
